"id","companyId","type","severity","title","message","entityType","entityId","isRead","createdAt"
"481fd897-b281-41c0-9314-f66d8c3234eb","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0014 has been created and is awaiting verification.","JournalEntry","a8da2707-a978-4175-b406-84b2c3ac7eb9","false","2026-04-01 22:52:51.45"
"5cd3cb93-58ea-4883-b8ef-f878317debc1","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0009","JournalEntry JE-2026-0009 has been verified and is awaiting final approval.","JournalEntry","ed55b84f-a1c6-426a-8b5f-6208dc967b46","false","2026-04-06 06:20:03.833"
"695b8776-c36d-41db-810f-239956d5bcc3","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0002","JournalEntry JE-2026-0002 has been verified and is awaiting final approval.","JournalEntry","1469d2a1-ab96-44b3-9099-fb9769c9d0fb","false","2026-03-31 21:15:08.133"
"6a59ae83-8bc0-4bf8-8578-910697eaa8c0","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0002","PurchaseOrder PO-2026-0002 status changed to SENT.","PurchaseOrder","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","false","2026-04-01 17:29:03.512"
"6db2a744-f708-4dba-a056-5976db0069e3","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0003","PurchaseOrder PO-2026-0003 status changed to SENT.","PurchaseOrder","7a9e1f9a-008d-4f63-b41a-66229114fad6","true","2026-04-02 05:13:46.689"
"749fcb18-e87a-4ae4-a2b2-d54d666c4bce","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Pending Verification: INV-2026-0006","Invoice INV-2026-0006 has been submitted and is awaiting verification.","Invoice","4da4831c-72c5-4c6a-8d13-e7be29068909","true","2026-04-02 04:07:43.096"
"74e7fb8d-f225-4425-955e-d5ce83503446","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0001","PurchaseOrder PO-2026-0001 status changed to RECEIVED.","PurchaseOrder","b0c0675d-7ec7-4f73-a9f8-1fc4550b7139","false","2026-04-02 04:09:39.005"
"78d67c31-d927-4a7c-b79c-6c4a7a831a41","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0012 has been created and is awaiting verification.","JournalEntry","98f98cca-e7bc-4278-b547-63e78db06a9d","false","2026-04-01 21:22:25.817"
"7d1497d7-0300-43b9-8f96-a6822b6dd336","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","DANGER","Rejected: JE-2026-0012","JournalEntry JE-2026-0012 was rejected. ","JournalEntry","98f98cca-e7bc-4278-b547-63e78db06a9d","false","2026-04-01 21:22:51.937"
"7ea0550d-f09d-44c2-b719-7c74f159864a","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: PO-2026-0002","PurchaseOrder PO-2026-0002 has been fully approved.","PurchaseOrder","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","false","2026-04-01 17:28:55.027"
"8186f5f6-305a-4f71-83bf-7753affa3265","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: PO-2026-0003","PurchaseOrder PO-2026-0003 has been fully approved.","PurchaseOrder","7a9e1f9a-008d-4f63-b41a-66229114fad6","true","2026-04-02 05:13:39.387"
"84363dba-97d3-4340-aca8-93c4820d6102","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0011 has been created and is awaiting verification.","JournalEntry","82d76164-0970-4871-ac71-65cab87f1baa","false","2026-04-01 20:56:03.705"
"94edbdc1-a64a-4706-9363-7041fd5911f1","4da93909-c2a6-43d8-9eed-8f9dffc01db2","STATUS_CHANGE","INFO","Verified: JE-2026-0007","JournalEntry JE-2026-0007 has been verified and is awaiting final approval.","JournalEntry","56aaf7cf-55c1-4c2a-9bbb-ad0388cdb66a","false","2026-04-05 16:41:26.983"
"97b419a7-2bcc-4529-b561-0a353c8c1e94","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0007 has been created and is awaiting verification.","JournalEntry","e63375aa-717a-4a12-9f79-9375faf0ac94","true","2026-04-01 18:58:27.441"
"9e611973-8e5d-4534-8579-38b4e9d0f806","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0001 has been created and is awaiting verification.","JournalEntry","3c9b3ffb-7317-4e62-939c-e48569d3cd99","false","2026-03-31 21:02:03.492"
"a1abf25d-4fc6-466f-8399-2a5a55c02481","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: JE-2026-0007","JournalEntry JE-2026-0007 status changed to DRAFT.","JournalEntry","e63375aa-717a-4a12-9f79-9375faf0ac94","false","2026-04-01 20:17:23.575"
"a26880fe-acc3-46aa-a6fa-3bc1829223a2","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0002","PurchaseOrder PO-2026-0002 status changed to RECEIVED.","PurchaseOrder","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","false","2026-04-01 19:15:04.59"
"a474f1ce-8922-4d47-a233-b7bcd907d257","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Pending Verification: INV-2026-0008","Invoice INV-2026-0008 has been submitted and is awaiting verification.","Invoice","005c77f8-934b-4221-b863-3bac4e29a2db","false","2026-04-02 08:43:21.1"
"a89cc1d6-2f78-4e23-b5f4-66e4f7cf1104","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0014","JournalEntry JE-2026-0014 has been verified and is awaiting final approval.","JournalEntry","a8da2707-a978-4175-b406-84b2c3ac7eb9","false","2026-04-01 23:39:26.615"
"af4f3e29-d6b9-4513-90e2-b52395cd0b79","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: JE-2026-0009","JournalEntry JE-2026-0009 has been fully approved.","JournalEntry","ed55b84f-a1c6-426a-8b5f-6208dc967b46","false","2026-04-06 06:20:05.49"
"b3d0d48b-c82d-405b-890a-1f8f678ebbed","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Pending Verification: JE-2026-0001","JournalEntry JE-2026-0001 has been submitted and is awaiting verification.","JournalEntry","3c9b3ffb-7317-4e62-939c-e48569d3cd99","false","2026-03-31 21:05:03.667"
"c618efa1-619c-42af-82cc-00a18a6f3fba","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: JE-2026-0015","JournalEntry JE-2026-0015 has been fully approved.","JournalEntry","cc1d2369-6c1c-4429-abb1-c5961e7498eb","true","2026-04-01 23:14:15.635"
"c7ed2d79-033a-4240-8b05-75b20a830822","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: INV-2026-0007","Invoice INV-2026-0007 has been verified and is awaiting final approval.","Invoice","9c556f6a-d0e3-4218-a5c6-070162b86b28","false","2026-04-06 06:21:29.5"
"ca874e56-2637-4bf6-8ff3-c862f6b7b678","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0007","JournalEntry JE-2026-0007 has been verified and is awaiting final approval.","JournalEntry","e63375aa-717a-4a12-9f79-9375faf0ac94","false","2026-04-01 19:03:56.786"
"cc26ac77-88eb-417e-b6b7-0438ac1aad47","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0002","PurchaseOrder PO-2026-0002 status changed to CLOSED.","PurchaseOrder","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","true","2026-04-02 04:09:02.342"
"d222ee3d-1819-49e3-8876-21d05503f113","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: JE-2026-0006","JournalEntry JE-2026-0006 has been fully approved.","JournalEntry","83fc2039-f3c6-4c40-ae7e-698dc7fd6189","false","2026-04-01 18:13:27.602"
"d5a92e5f-447e-4760-a297-b4c751122656","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0004","PurchaseOrder PO-2026-0004 status changed to RECEIVED.","PurchaseOrder","dc383ea6-92dd-4e2b-99a6-cf1f49b7dae0","true","2026-04-02 06:59:51.742"
"ddb5428e-ad07-4743-8278-8590ef3b57a5","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0001","PurchaseOrder PO-2026-0001 status changed to SENT.","PurchaseOrder","b0c0675d-7ec7-4f73-a9f8-1fc4550b7139","false","2026-04-01 17:29:08.256"
"ddda0984-6dcd-4a55-aec0-d1fe65906249","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0015 has been created and is awaiting verification.","JournalEntry","cc1d2369-6c1c-4429-abb1-c5961e7498eb","true","2026-04-01 23:13:25.845"
"e04bbc27-55a3-45f5-b92b-6c5c6e29cf66","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Pending Verification: INV-2026-0002","Invoice INV-2026-0002 has been submitted and is awaiting verification.","Invoice","188bcad2-1d59-44b3-80b5-1343b480f670","true","2026-04-02 04:18:31.368"
"e1594159-17ea-44ca-a967-72ed66734b8d","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0001","JournalEntry JE-2026-0001 has been verified and is awaiting final approval.","JournalEntry","3c9b3ffb-7317-4e62-939c-e48569d3cd99","false","2026-03-31 21:05:05.67"
"e5fc7e40-403a-46fc-a210-b1fb15f6d55c","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0015","JournalEntry JE-2026-0015 has been verified and is awaiting final approval.","JournalEntry","cc1d2369-6c1c-4429-abb1-c5961e7498eb","false","2026-04-01 23:13:38.291"
"e7b45f02-e8e4-49c9-add3-6de816b31a10","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","DANGER","Rejected: JE-2026-0007","JournalEntry JE-2026-0007 was rejected. ","JournalEntry","e63375aa-717a-4a12-9f79-9375faf0ac94","false","2026-04-01 19:04:10.321"
"e7e6fc72-3525-49de-bac5-8f5178a04895","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0013 has been created and is awaiting verification.","JournalEntry","2c1e749d-1987-4ab4-a483-85bc41fd8731","false","2026-04-01 22:44:55.991"
"e9988f2b-f81f-4adb-ac3c-f0f3adbc05e7","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0009 has been created and is awaiting verification.","JournalEntry","ed55b84f-a1c6-426a-8b5f-6208dc967b46","false","2026-04-01 20:55:00.087"
"eb123551-2ce3-496d-8acb-4b694226a48e","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Pending Verification: INV-2026-0005","Invoice INV-2026-0005 has been submitted and is awaiting verification.","Invoice","ccd244a2-354f-454b-aac6-43b2d13c0b51","true","2026-04-02 06:55:30.99"
"ebf51740-dc78-4b73-a7e7-1ae877df444e","4da93909-c2a6-43d8-9eed-8f9dffc01db2","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0007 has been created and is awaiting verification.","JournalEntry","56aaf7cf-55c1-4c2a-9bbb-ad0388cdb66a","false","2026-04-05 16:41:13.657"
"ed90b5dd-c67d-43ac-8b67-e9432423617d","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: INV-2026-0002","Invoice INV-2026-0002 has been verified and is awaiting final approval.","Invoice","188bcad2-1d59-44b3-80b5-1343b480f670","false","2026-04-06 06:53:51.699"
"f023f3ca-9f97-4856-b52d-8a4fecd272c4","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0010 has been created and is awaiting verification.","JournalEntry","f303ae68-3c65-4651-b951-5d4f9d879327","false","2026-04-01 20:55:44.532"
"f0395b13-009e-486b-97e7-455567a08e3f","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0013","JournalEntry JE-2026-0013 has been verified and is awaiting final approval.","JournalEntry","2c1e749d-1987-4ab4-a483-85bc41fd8731","false","2026-04-01 22:45:09.127"
"f1de2dc1-53b3-4d86-b232-e678cb0a78d6","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0010","JournalEntry JE-2026-0010 has been verified and is awaiting final approval.","JournalEntry","f303ae68-3c65-4651-b951-5d4f9d879327","false","2026-04-06 06:20:00.302"
"f1f56c54-e956-466a-989e-59791d301b49","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Verified: JE-2026-0006","JournalEntry JE-2026-0006 has been verified and is awaiting final approval.","JournalEntry","83fc2039-f3c6-4c40-ae7e-698dc7fd6189","false","2026-03-31 22:23:48.848"
"f6b0946e-806e-4082-a294-4d1046a02381","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: JE-2026-0013","JournalEntry JE-2026-0013 has been fully approved.","JournalEntry","2c1e749d-1987-4ab4-a483-85bc41fd8731","false","2026-04-01 22:45:11.27"
"f7765693-d99e-4d08-b520-b9642d4092b5","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0008 has been created and is awaiting verification.","JournalEntry","4016271a-3061-4874-b058-4aaff606108f","false","2026-04-01 20:07:10.038"
"f987692a-d330-4af5-8b80-4130aba353e2","235280c2-f037-4249-8696-bc38738a190e","PENDING_JOURNAL","WARNING","New Voucher Awaiting Verification","Journal JE-2026-0006 has been created and is awaiting verification.","JournalEntry","83fc2039-f3c6-4c40-ae7e-698dc7fd6189","false","2026-03-31 22:23:33.645"
"fc0ba7a6-8e88-42b3-af6d-d5ccfd459901","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Status Updated: PO-2026-0001","PurchaseOrder PO-2026-0001 status changed to CLOSED.","PurchaseOrder","b0c0675d-7ec7-4f73-a9f8-1fc4550b7139","true","2026-04-02 04:10:02.016"
"ffd81f36-a982-4223-ad45-17bd3794f0b7","235280c2-f037-4249-8696-bc38738a190e","STATUS_CHANGE","INFO","Approved: JE-2026-0001","JournalEntry JE-2026-0001 has been fully approved.","JournalEntry","3c9b3ffb-7317-4e62-939c-e48569d3cd99","false","2026-03-31 21:05:07.53"
