"id","companyId","entityType","entityId","action","performedById","targetUserId","branchId","metadata","createdAt"
"3950ad93-0767-454b-b3b4-96d794639b66","235280c2-f037-4249-8696-bc38738a190e","journal","cc1d2369-6c1c-4429-abb1-c5961e7498eb","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""JE-2026-0015""}","2026-04-01 23:13:25.842"
"399bc147-6c8f-4e42-8edb-d57227546337","235280c2-f037-4249-8696-bc38738a190e","vendor","aa05a709-e3bb-4e76-9ef0-9fd362e434e9","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""name"":""Acme Group"",""docNumber"":""VEN-2026-0002""}","2026-04-02 07:01:57.378"
"3cc552db-8d9e-4917-a42f-a8420dd39da2","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","STATUS_REACHED_CLOSED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""CLOSED"",""oldStatus"":""RECEIVED"",""entityNumber"":""PO-2026-0002""}","2026-04-02 04:09:02.345"
"3d3732f0-b2fb-4dc5-bb5c-f718515fad27","235280c2-f037-4249-8696-bc38738a190e","invoice","9c556f6a-d0e3-4218-a5c6-070162b86b28","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""type"":""PURCHASE"",""docNumber"":""INV-2026-0007""}","2026-04-02 07:41:55.96"
"3e8ddc5e-9eed-4c28-baf9-3dc3139fcc99","235280c2-f037-4249-8696-bc38738a190e","purchase_order","b0c0675d-7ec7-4f73-a9f8-1fc4550b7139","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""PO-2026-0001""}","2026-04-01 17:23:40.125"
"3eb3fe75-dc92-4b63-8ecf-d77b614f65a5","235280c2-f037-4249-8696-bc38738a190e","purchase_order","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""PO-2026-0002""}","2026-04-01 17:27:57.974"
"4079ae2b-c12c-4bd5-bc49-65e0152fa8e4","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","f303ae68-3c65-4651-b951-5d4f9d879327","STATUS_REACHED_APPROVED","3de00e61-540e-46b8-afac-9c389a516e8f",,,"{""newStatus"":""APPROVED"",""oldStatus"":""VERIFIED"",""entityNumber"":""JE-2026-0010""}","2026-04-06 06:20:02.244"
"41276176-c25c-4465-8575-d70ca4fc9ab6","235280c2-f037-4249-8696-bc38738a190e","vendor","0a748624-648a-4b4f-b376-6e67ca7276cb","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""name"":""ACI Accessories"",""docNumber"":""VEN-2026-0001""}","2026-03-31 10:12:55.101"
"432691dd-5d32-4b9c-9cde-8ad360327072","4da93909-c2a6-43d8-9eed-8f9dffc01db2","JournalEntry","56aaf7cf-55c1-4c2a-9bbb-ad0388cdb66a","STATUS_REACHED_VERIFIED","3de00e61-540e-46b8-afac-9c389a516e8f",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0007""}","2026-04-05 16:41:26.989"
"457b912c-7a25-403b-b41d-7cd1a135123e","235280c2-f037-4249-8696-bc38738a190e","Invoice","a3c021da-d3cc-40cc-bdf1-735308914970","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""DRAFT"",""entityNumber"":""INV-2026-0001""}","2026-04-06 06:57:16.858"
"4690daf1-f547-4675-994e-ef425d96b447","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","82d76164-0970-4871-ac71-65cab87f1baa","STATUS_REACHED_REJECTED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""reason"":"""",""newStatus"":""REJECTED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0011""}","2026-04-01 20:57:09.798"
"4a163600-5f8b-4432-8852-521732b19182","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","2c1e749d-1987-4ab4-a483-85bc41fd8731","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0013""}","2026-04-01 22:45:09.13"
"4ac3d72f-fdd7-407c-a8a6-eef9aa2e9dfe","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","83fc2039-f3c6-4c40-ae7e-698dc7fd6189","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0006""}","2026-03-31 22:23:48.851"
"4d1e0a83-4ebf-45fe-9e62-8bf64183ab31","235280c2-f037-4249-8696-bc38738a190e","lc","2014c1c6-5016-49ec-a91e-6885587e10e1","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""EXP123""}","2026-04-01 17:22:45.535"
"5142d09b-5159-4f8c-bb8d-2912eced646d","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","3c9b3ffb-7317-4e62-939c-e48569d3cd99","STATUS_REACHED_REJECTED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""reason"":"""",""newStatus"":""REJECTED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0001""}","2026-03-31 21:04:49.114"
"550e98e1-130c-4dc2-a8a1-d70a583287ac","235280c2-f037-4249-8696-bc38738a190e","lc","e2b9edd3-7325-4f8b-b32a-235f38d3a701","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""IMP-123456""}","2026-03-31 20:36:07.782"
"570eacbc-bcf9-4c7c-aa22-255b0cc04180","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","a8da2707-a978-4175-b406-84b2c3ac7eb9","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0014""}","2026-04-01 23:39:26.62"
"5863747b-a2e3-4d86-9bb7-9ac745760305","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","3c9b3ffb-7317-4e62-939c-e48569d3cd99","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0001""}","2026-03-31 21:05:05.672"
"58e8105e-343c-47d5-9042-3c89f3b9c811","235280c2-f037-4249-8696-bc38738a190e","Invoice","ccd244a2-354f-454b-aac6-43b2d13c0b51","STATUS_REACHED_PENDING_VERIFICATION","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""PENDING_VERIFICATION"",""oldStatus"":""DRAFT"",""entityNumber"":""INV-2026-0005""}","2026-04-02 06:55:30.998"
"5d116305-a3a0-4435-9adb-7d459d0e6dd1","235280c2-f037-4249-8696-bc38738a190e","invoice","5646ac86-4c0b-4080-8b69-b92a73a3b288","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""type"":""PURCHASE"",""docNumber"":""INV-2026-0004""}","2026-04-01 17:25:00.265"
"5d48e837-f01f-44bd-a51d-0ecd121d44ec","235280c2-f037-4249-8696-bc38738a190e","purchase_order","dc383ea6-92dd-4e2b-99a6-cf1f49b7dae0","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""PO-2026-0004""}","2026-04-02 06:58:43.374"
"5e5340ad-47af-49a9-b457-24583eea8ba8","235280c2-f037-4249-8696-bc38738a190e","Invoice","188bcad2-1d59-44b3-80b5-1343b480f670","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""INV-2026-0002""}","2026-04-06 06:53:51.703"
"61b73145-299b-4530-9bd5-07ebd9ae368e","235280c2-f037-4249-8696-bc38738a190e","Invoice","188bcad2-1d59-44b3-80b5-1343b480f670","STATUS_REACHED_PENDING_VERIFICATION","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""PENDING_VERIFICATION"",""oldStatus"":""DRAFT"",""entityNumber"":""INV-2026-0002""}","2026-04-02 04:18:31.371"
"6bfd585d-763d-4d27-ba1e-d792d91cd081","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","7a9e1f9a-008d-4f63-b41a-66229114fad6","STATUS_REACHED_CLOSED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""CLOSED"",""oldStatus"":""RECEIVED"",""entityNumber"":""PO-2026-0003""}","2026-04-02 05:14:02.743"
"6d226989-fef0-48e0-b941-538e38107f28","235280c2-f037-4249-8696-bc38738a190e","product","7f81a24c-cf00-4f2a-aad3-b341c368770c","CREATED","e88ca230-8eba-4fcb-89ae-111af8ce4955",,,"{""name"":""Cotton Fabric"",""docNumber"":""PRD-2026-0003""}","2026-04-02 07:46:56.642"
"6fd53886-8a25-4b3c-aec5-f8bdc1c4b394","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","4016271a-3061-4874-b058-4aaff606108f","STATUS_REACHED_REJECTED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""reason"":"""",""newStatus"":""REJECTED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0008""}","2026-04-01 20:15:18.34"
"721f6eaa-f959-41b5-96c1-66ff130a77c5","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","7a9e1f9a-008d-4f63-b41a-66229114fad6","STATUS_REACHED_RECEIVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""RECEIVED"",""oldStatus"":""SENT"",""entityNumber"":""PO-2026-0003""}","2026-04-02 05:13:56.224"
"758a5c5b-cb68-4f72-a7c1-390d68486a31","235280c2-f037-4249-8696-bc38738a190e","pi","c56ad78d-a72a-4be4-afff-de3b7270a7fa","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""PI4587962""}","2026-04-02 08:40:02.18"
"7646da8d-7f00-4645-9f1a-0afd78072039","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","7a9e1f9a-008d-4f63-b41a-66229114fad6","STATUS_REACHED_APPROVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""APPROVED"",""oldStatus"":""DRAFT"",""entityNumber"":""PO-2026-0003""}","2026-04-02 05:13:39.391"
"78a7488b-f27b-4fd7-aa71-da770a2afdff","235280c2-f037-4249-8696-bc38738a190e","Invoice","9c556f6a-d0e3-4218-a5c6-070162b86b28","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""DRAFT"",""entityNumber"":""INV-2026-0007""}","2026-04-06 06:21:29.505"
"7a3ba812-6569-48bf-8d4e-f707c2fba553","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","dc383ea6-92dd-4e2b-99a6-cf1f49b7dae0","STATUS_REACHED_SENT","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""SENT"",""oldStatus"":""APPROVED"",""entityNumber"":""PO-2026-0004""}","2026-04-02 06:59:22.615"
"7b9842ce-9ffd-4cc8-9011-1148d8f571ec","235280c2-f037-4249-8696-bc38738a190e","journal","a8da2707-a978-4175-b406-84b2c3ac7eb9","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""JE-2026-0014""}","2026-04-01 22:52:51.447"
"7e7f9c8a-d4fd-4741-9a7e-b27ece174435","235280c2-f037-4249-8696-bc38738a190e","Invoice","005c77f8-934b-4221-b863-3bac4e29a2db","STATUS_REACHED_PENDING_VERIFICATION","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""PENDING_VERIFICATION"",""oldStatus"":""DRAFT"",""entityNumber"":""INV-2026-0008""}","2026-04-02 08:43:21.107"
"7e848ed2-427e-47b1-8319-97a52ce1c171","235280c2-f037-4249-8696-bc38738a190e","customer","d17294d9-b680-46a2-9fda-d974351f43cd","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""name"":""xyz ltd"",""docNumber"":""CUS-2026-0001""}","2026-03-31 10:11:41.974"
"810e4fd4-574b-4378-8860-3d2dba2f4216","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","dc383ea6-92dd-4e2b-99a6-cf1f49b7dae0","STATUS_REACHED_APPROVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""APPROVED"",""oldStatus"":""DRAFT"",""entityNumber"":""PO-2026-0004""}","2026-04-02 06:59:03.27"
"825f9f2a-dc9e-43b2-85b8-f5e24328d5ef","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","98f98cca-e7bc-4278-b547-63e78db06a9d","STATUS_REACHED_APPROVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""APPROVED"",""oldStatus"":""VERIFIED"",""entityNumber"":""JE-2026-0012""}","2026-04-01 23:39:33.738"
"8419d595-dd0f-4e79-bb94-daeb2a12a77f","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","e63375aa-717a-4a12-9f79-9375faf0ac94","STATUS_REACHED_REJECTED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""reason"":"""",""newStatus"":""REJECTED"",""oldStatus"":""VERIFIED"",""entityNumber"":""JE-2026-0007""}","2026-04-01 19:04:10.324"
"852dda59-3511-42eb-b0d1-0bcfaf751a5e","235280c2-f037-4249-8696-bc38738a190e","Invoice","005c77f8-934b-4221-b863-3bac4e29a2db","STATUS_REACHED_VERIFIED","3de00e61-540e-46b8-afac-9c389a516e8f",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""INV-2026-0008""}","2026-04-06 06:17:37.54"
"892676c5-3538-440d-8e74-04783242e039","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","ac32ee8b-833b-4ccd-9401-3d311a83a4ff","STATUS_REACHED_RECEIVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""RECEIVED"",""oldStatus"":""SENT"",""entityNumber"":""PO-2026-0002""}","2026-04-01 19:15:04.595"
"8a2b9589-c451-4a00-bf5f-52b4e7e08435","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","cc1d2369-6c1c-4429-abb1-c5961e7498eb","STATUS_REACHED_VERIFIED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""VERIFIED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0015""}","2026-04-01 23:13:38.294"
"8c32dea9-3d1a-4fec-8c78-f7d8d7f119ff","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","b0c0675d-7ec7-4f73-a9f8-1fc4550b7139","STATUS_REACHED_RECEIVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""RECEIVED"",""oldStatus"":""SENT"",""entityNumber"":""PO-2026-0001""}","2026-04-02 04:09:39.019"
"963212a1-3313-4c34-b337-723e94bfd5f3","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","98f98cca-e7bc-4278-b547-63e78db06a9d","STATUS_REACHED_REJECTED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""reason"":"""",""newStatus"":""REJECTED"",""oldStatus"":""PENDING_VERIFICATION"",""entityNumber"":""JE-2026-0012""}","2026-04-01 21:22:51.941"
"a0e0aa86-e96f-4b0d-a96d-d68dc048b8e3","235280c2-f037-4249-8696-bc38738a190e","journal","2c1e749d-1987-4ab4-a483-85bc41fd8731","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""JE-2026-0013""}","2026-04-01 22:44:55.987"
"a38f1157-efd0-47fd-b900-daaae3ad775c","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","dc383ea6-92dd-4e2b-99a6-cf1f49b7dae0","STATUS_REACHED_RECEIVED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""RECEIVED"",""oldStatus"":""SENT"",""entityNumber"":""PO-2026-0004""}","2026-04-02 06:59:51.746"
"a3e547c5-a127-42cb-b22b-658e40951e82","235280c2-f037-4249-8696-bc38738a190e","PurchaseOrder","b0c0675d-7ec7-4f73-a9f8-1fc4550b7139","STATUS_REACHED_CLOSED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""CLOSED"",""oldStatus"":""RECEIVED"",""entityNumber"":""PO-2026-0001""}","2026-04-02 04:10:02.019"
"a72ce473-64c0-4b29-a3b5-4b8ed9837dc2","235280c2-f037-4249-8696-bc38738a190e","JournalEntry","ed55b84f-a1c6-426a-8b5f-6208dc967b46","STATUS_REACHED_APPROVED","3de00e61-540e-46b8-afac-9c389a516e8f",,,"{""newStatus"":""APPROVED"",""oldStatus"":""VERIFIED"",""entityNumber"":""JE-2026-0009""}","2026-04-06 06:20:05.493"
"ab966e40-b0dc-4ee2-8415-047343d96741","235280c2-f037-4249-8696-bc38738a190e","journal","4016271a-3061-4874-b058-4aaff606108f","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""JE-2026-0008""}","2026-04-01 20:07:10.034"
"b145214a-6f0d-4f6f-89ce-d27be26185f9","235280c2-f037-4249-8696-bc38738a190e","Invoice","4da4831c-72c5-4c6a-8d13-e7be29068909","STATUS_REACHED_PENDING_VERIFICATION","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""newStatus"":""PENDING_VERIFICATION"",""oldStatus"":""DRAFT"",""entityNumber"":""INV-2026-0006""}","2026-04-02 04:07:43.104"
"b22873d9-64c2-4414-a2ef-1098bb10badf","235280c2-f037-4249-8696-bc38738a190e","journal","1469d2a1-ab96-44b3-9099-fb9769c9d0fb","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""JE-2026-0002""}","2026-03-31 21:14:53.778"
"b5333707-29e7-4853-81fa-d48f35462a8e","235280c2-f037-4249-8696-bc38738a190e","purchase_order","7a9e1f9a-008d-4f63-b41a-66229114fad6","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""PO-2026-0003""}","2026-04-02 04:14:04.746"
"b8a1e916-5b57-4b95-807e-b7f7a9f2705a","235280c2-f037-4249-8696-bc38738a190e","pi","f89cf7c1-1805-4a94-8993-873d73666a85","CREATED","f5792746-5425-4b3e-bcef-2df5ff24e4c7",,,"{""docNumber"":""PI758493""}","2026-04-02 04:17:32.129"
